username,comments_clean,text_preprocessed,polarity_score,polarity
pantja.wardhana,hei kementrian yang gagalsudah berapa ribu bahkan ratusan ribu laporan dan keluhan tentang game higgs domino tapi developer tidak kalian tindakmereka memonopoli sistem sehingga lebih kejam dari judi online jika judi online bandar masih keluar uang saat player menang game bangsat ini mau player menang atau kalah mereka tetap profit karena semua player belinya juga dari store mereka dan mereka tidak menerima koin dari player polisi menangkap orang yang memperjualbelikan chip tapi developer bisa bisa bebas berjualan hitungan penjualan mereka dengan estimasi  lima juta pemain yang mendownload dari playstore dan tiap player membeli koin b   x   bahkan aku yakin itu lebih dengan nominal seperti itu apa mereka bukan perampokkok bisa kalian dan kepolisian hanya fokus pada player yang sebenarnya adalah korban sedang developer bisa terus berbisnis dengan memanfaatkan sistem yang mereka monopoliayolah bekerjalah jika kalian merasa paling benar dengan menyatakan ini hanya game bagaimana nasib masyarakat yang tiap hari menghabiskan  ratusan milyar untuk developer culas seperti mereka,"['hei', 'tri', 'gagalsudah', 'ribu', 'ratus', 'ribu', 'lapor', 'keluh', 'game', 'higgs', 'domino', 'developer', 'tindakmereka', 'monopoli', 'sistem', 'kejam', 'judi', 'online', 'judi', 'online', 'bandar', 'uang', 'player', 'menang', 'game', 'bangsat', 'player', 'menang', 'kalah', 'profit', 'player', 'beli', 'store', 'terima', 'koin', 'player', 'polisi', 'tangkap', 'orang', 'memperjualbelikan', 'chip', 'developer', 'bebas', 'jual', 'hitung', 'jual', 'estimasi', 'juta', 'main', 'mendownload', 'playstore', 'player', 'beli', 'koin', 'b', 'x', 'nominal', 'perampokkok', 'polisi', 'fokus', 'player', 'korban', 'developer', 'bisnis', 'manfaat', 'sistem', 'monopoliayolah', 'kerja', 'game', 'nasib', 'masyarakat', 'habis', 'ratus', 'milyar', 'developer', 'culas']",-10,negative
defina89,sebarkan stb lah,"['sebar', 'stb']",0,neutral
mfacktur,tolong di adakan ajang kompetisi            untuk tingkat nasional agar mencerdaskan anak anak bangsa ditanah air ini,"['tolong', 'adakan', 'ajang', 'kompetisi', 'tingkat', 'nasional', 'cerdas', 'anak', 'anak', 'bangsa', 'tanah', 'air']",-5,negative
riakurniawannn,saya sudah beli tv digital baruternyata siaran mnc group aja ga masuksctv atau indosiar keseringan buffering patah jd ga bisa dtontonapalagi kalau hujan itu semua siaran kusut kyk benang ampun dehseharusnya dbenahi dulu system nyabaru direalisasikan,"['beli', 'tv', 'digital', 'baruternyata', 'siar', 'mnc', 'group', 'aja', 'ga', 'masuksctv', 'indosiar', 'sering', 'buffering', 'patah', 'jd', 'ga', 'dtontonapalagi', 'hujan', 'siar', 'kusut', 'kyk', 'benang', 'ampun', 'dehseharusnya', 'dbenahi', 'system', 'nyabaru', 'realisasi']",-12,negative
1725an_,gimana nih kominfo di era digital ini masih bnyk penipuan via online kami masih khawatir apalagi kedepannya rata negara maju sdh memakai transaksi online kalo ada penipuan gimana dgn negara kita  mohon dipelajari untuk ditindaklanjuti kasian yg sdh ingin beralih ke transaksi digital,"['gimana', 'nih', 'kominfo', 'era', 'digital', 'bnyk', 'tipu', 'via', 'online', 'khawatir', 'depan', 'negara', 'maju', 'sdh', 'pakai', 'transaksi', 'online', 'kalo', 'tipu', 'gimana', 'dgn', 'negara', 'mohon', 'ajar', 'ditindaklanjuti', 'kasi', 'yg', 'sdh', 'alih', 'transaksi', 'digital']",-1,negative
wibykandxx,berak,['berak'],-4,negative
n0_disk,ngentod kominfo kontol,"['ngentod', 'kominfo', 'kontol']",-5,negative
kulex7373,pembagian stb gratis nya kapandi wilayah kabbekasi keccikarang timur kelsertajaya,"['bagi', 'stb', 'gratis', 'nya', 'kapandi', 'wilayah', 'kabbekasi', 'keccikarang', 'timur', 'kelsertajaya']",2,positive
abdoeltemon,mentri tergoblk,"['tri', 'tergoblk']",0,neutral
richistiv,apakah akan terlaksana soalnya biasanya undurundur,"['laksana', 'undurundur']",0,neutral
ellangkancaka,,[],0,neutral
arnottsregal,kominfo  ko nya kan komedi chuuuaakkss pantes saja isinya lawak mulu apa lagi mentrinya tuh badut utama di acara komedi ini hiya hiya hiya,"['kominfo', 'ko', 'nya', 'komedi', 'chuuuaakkss', 'pantes', 'isi', 'lawak', 'mulu', 'tri', 'tuh', 'badut', 'utama', 'acara', 'komedi', 'hiya', 'hiya', 'hiya']",0,neutral
randypradityo,admin mhon diperhatikan masukan dari banyak netizen ini terutama saya sejak menggunakan saluran tv digital gambarnya patah banyak gangguannya kalo belum siap jangan diterapkan kebijakan ini,"['admin', 'mhon', 'perhati', 'masuk', 'netizen', 'salur', 'tv', 'digital', 'gambar', 'patah', 'ganggu', 'kalo', 'terap', 'bijak']",-10,negative
gatotkoco_gallery,kenapa engga fokus buat blok judi slot online aja karena jelas itu lebih merusak daripada siaran tv,"['engga', 'fokus', 'blok', 'judi', 'slot', 'online', 'aja', 'rusak', 'siar', 'tv']",0,neutral
jokosubagio06,kominfo membagikan gratis  stb di jakarta ongkos pasangnya murah bangettolong tuh kominfo di perhatikan kasian banget yg pasang instalasi sama isi aplikasi dan wa rp ,"['kominfo', 'bagi', 'gratis', 'stb', 'jakarta', 'ongkos', 'pasang', 'murah', 'bangettolong', 'tuh', 'kominfo', 'perhati', 'kasi', 'banget', 'yg', 'pasang', 'instalasi', 'isi', 'aplikasi', 'wa', 'rp']",1,positive
togi_butar_butar,kalau siaran mau secara digital atau analog silahkan sajag semua yg mampu membeli tv digitalkrn tv yang lama kan masih bisa dipakai  sayang di buang kalau masih bisa di pakai,"['siar', 'digital', 'analog', 'silah', 'sajag', 'yg', 'beli', 'tv', 'digitalkrn', 'tv', 'pakai', 'sayang', 'buang', 'pakai']",-1,negative
novi.a3923,sblm dilakukan sprti ini cek dlu di lapangan apakan smua sdm nya sdh diap msuk ke era digital gimana dgn masyarakat yg msh tinggal di daerah pedalaman apakah mereka sdh siapyg dimana tdnya mgkin tv analog msh bsa menghibur mereka saat di offin tv analog jgnkan beli tv digital beli beras aja udh bersyukur bsa ke beli,"['sblm', 'sprti', 'cek', 'dlu', 'lapang', 'apa', 'smua', 'sdm', 'nya', 'sdh', 'diap', 'msuk', 'era', 'digital', 'gimana', 'dgn', 'masyarakat', 'yg', 'msh', 'tinggal', 'daerah', 'dalam', 'sdh', 'siapyg', 'mana', 'tdnya', 'mgkin', 'tv', 'analog', 'msh', 'bsa', 'hibur', 'offin', 'tv', 'analog', 'jgnkan', 'beli', 'tv', 'digital', 'beli', 'beras', 'aja', 'udh', 'syukur', 'bsa', 'beli']",-1,negative
ediologi21,auto nonton semut,"['auto', 'nonton', 'semut']",0,neutral
nanateddybear13,jangan dulu deh pak negara maju aja msh pake analog digital nya msh gak stabil mana byk gedung tinggi ngalingin signal  ketiup angin ilang,"['deh', 'negara', 'maju', 'aja', 'msh', 'pake', 'analog', 'digital', 'nya', 'msh', 'gak', 'stabil', 'byk', 'gedung', 'ngalingin', 'signal', 'tiup', 'angin', 'ilang']",-5,negative
shiroyashakun,percuma dari analog ganti ke digital kalo acara tv ga ada yg berbobot mah ribet lu pada,"['analog', 'ganti', 'digital', 'kalo', 'acara', 'tv', 'ga', 'yg', 'bobot', 'mah', 'ribet', 'lu']",-7,negative
moblile__legens,mohon maaf sebelumnya tolong di pikir ulang lagi terkait siaran analog ke siaran digital menurut saya lebih ribet harus beli antena lagi dan harus beli alat set topbox apakah anda tidak kasian sama rakyat kecil yang hanya mencari uang demi bertahan hidup  disaat situasi genting seperti ini serba mahal  mana sempet mikirin alat digital tolong ya karena rakyat tidak kaya semua masih banyak yang hidup cuma pas pasan tolong banget di diskusikan lagi,"['mohon', 'maaf', 'tolong', 'pikir', 'ulang', 'kait', 'siar', 'analog', 'siar', 'digital', 'ribet', 'beli', 'antena', 'beli', 'alat', 'set', 'topbox', 'kasi', 'rakyat', 'cari', 'uang', 'tahan', 'hidup', 'saat', 'situasi', 'genting', 'serba', 'mahal', 'sempet', 'mikirin', 'alat', 'digital', 'tolong', 'ya', 'rakyat', 'kaya', 'hidup', 'pas', 'pas', 'tolong', 'banget', 'diskusi']",-20,negative
moblile__legens,atau gini aja deh siaran analog jangan di hentikan yang udah punya tv digital mungkin menikmati siaran digital  saya pake tv tabung dan alhamdulillah semuanya jernih  tanpa harus memakai siaran digital udah hidup berat cari uang susah sedih banget,"['gin', 'aja', 'deh', 'siar', 'analog', 'henti', 'udah', 'tv', 'digital', 'nikmat', 'siar', 'digital', 'pake', 'tv', 'tabung', 'alhamdulillah', 'jernih', 'pakai', 'siar', 'digital', 'udah', 'hidup', 'berat', 'cari', 'uang', 'susah', 'sedih', 'banget']",-2,negative
ramdaniputrao,tolong hapuskan judi online pak,"['tolong', 'hapus', 'judi', 'online']",-5,negative
fedrianputra,tolong tambahkan chanel emtek di prabumulih  ,"['tolong', 'tambah', 'chanel', 'emtek', 'prabumulih']",1,positive
wildanakmal13,mau nonton tv aja di persulit,"['nonton', 'tv', 'aja', 'sulit']",0,neutral
lizaagsts,kalo analog dimatikan itu tv nya layar semut ala hitam sih masa aku nyalain tv tvtb gada gambar tp suara jernih pdhl biasanya kalo ada gambarnya krenyes” suaranya,"['kalo', 'analog', 'mati', 'tv', 'nya', 'layar', 'semut', 'ala', 'hitam', 'sih', 'nyalain', 'tv', 'tvtb', 'gada', 'gambar', 'tp', 'suara', 'jernih', 'pdhl', 'kalo', 'gambar', 'krenyes', '', 'suara']",-1,negative
whawan_iqbal,untuk wilaya sultra kendari tolong tambah siaran tv digital siarannya sedikit sekali,"['wilaya', 'sultra', 'kendari', 'tolong', 'siar', 'tv', 'digital', 'siar']",-2,negative
moblile__legens,paling saya ga bisa nonton tv ya udah balik lagi ke jaman peperangan ga ada tv kan waktu itu ga masalah ga kebeli setopbox  tv saya akan mati selamanya,"['ga', 'nonton', 'tv', 'ya', 'udah', 'jaman', 'peperangan', 'ga', 'tv', 'ga', 'ga', 'kebel', 'setopbox', 'tv', 'mati']",-3,negative
koyocabe1000,tv analog di matikan nya tgl  oktober jabodetabek jam berapa ya,"['tv', 'analog', 'mati', 'nya', 'tgl', 'oktober', 'jabodetabek', 'jam', 'ya']",-1,negative
new_dimensions.0,di undur lagi kan,['undur'],0,neutral
haru_matsuki,hoax,['hoax'],-5,negative
haru_matsuki,hoax,['hoax'],-5,negative
didon.05,susah percuma  gadapet sinyal antena berpengaruh kah  untuk tv tabung,"['susah', 'gadapet', 'sinyal', 'antena', 'pengaruh', 'kah', 'tv', 'tabung']",1,positive
amran_ibrahim99,bapak kominfo yth kenapa saya tidak dapat set top box gratis sedangkan tetangga saya dapet dimana keadilan anda pak padahal saya penganggurantidak berpenghasilanberarti sudah memenuhi syarat untuk dapat bantuan stb gratistapi kenapa saya tidak dapat pak,"['kominfo', 'yth', 'set', 'top', 'box', 'gratis', 'tetangga', 'dapet', 'mana', 'adil', 'penganggurantidak', 'berpenghasilanberarti', 'penuh', 'syarat', 'bantu', 'stb', 'gratistapi']",11,positive
rusman_cute_v125i,kena prank lagi hari ini analog masih on,"['kena', 'prank', 'analog', 'on']",-3,negative
sri_dewi_christina,hadehhh tv ku sdh digital tp ga semua siaran masuk beli set box dimana,"['hadehhh', 'tv', 'ku', 'sdh', 'digital', 'tp', 'ga', 'siar', 'masuk', 'beli', 'set', 'box', 'mana']",-1,negative
viajunita.vj,tolong infonya dong min ada berita kalo hari ini aso di jabedatebek batal bener ga min,"['tolong', 'info', 'min', 'berita', 'kalo', 'aso', 'jabedatebek', 'batal', 'bener', 'ga', 'min']",-12,negative
michella_fairuz,sinyalnya susah pak kalo nonton enak² tau tidak ada sinyal eh parahnya lagi kadang channel nya ga ada di jam² tertentu payah banyakin dulu towernya pak yang hidup kan bukan di jakarta doang pak daerah scbd sekitaran citayam bojong depok sinyalnyee susah terus,"['sinyal', 'susah', 'kalo', 'nonton', 'enak', 'tau', 'sinyal', 'eh', 'parah', 'kadang', 'channel', 'nya', 'ga', 'jam', 'payah', 'banyakin', 'towernya', 'hidup', 'jakarta', 'doang', 'daerah', 'scbd', 'sekitar', 'citayam', 'bojong', 'depok', 'sinyalnyee', 'susah']",-9,negative
amintabin,gagal maning gagal maning kapan indonesia aso,"['gagal', 'maning', 'gagal', 'maning', 'indonesia', 'aso']",-8,negative
sarah_andinia,,[],0,neutral
capricorn_pie,akun kominfo isi nya spam semua  suka banget nge prank  alhasil analog sampai tgl  oktober masih bisa tayang  katanya mau di hentikan siarannya jam,"['akun', 'kominfo', 'isi', 'nya', 'spam', 'suka', 'banget', 'nge', 'prank', 'alhasil', 'analog', 'tgl', 'oktober', 'tayang', 'henti', 'siar', 'jam']",-5,negative
khoirulanam489,hoax sekebon pak,"['hoax', 'kebon']",-5,negative
ridwanpanapat,daerahku baru  siaran tv digital kapan mau maju kalau begini mau nonton siaran tv digitalnya ,"['daerah', 'siar', 'tv', 'digital', 'maju', 'nonton', 'siar', 'tv', 'digital']",0,neutral
richistiv,kalau mau aso ya aso aja jangan mundur terus udah mundur berapa kali aja ini sampai lupa,"['aso', 'ya', 'aso', 'aja', 'mundur', 'udah', 'mundur', 'kali', 'aja', 'lupa']",-2,negative
salmanparisi10,bogor dah mati gada gambarnya,"['bogor', 'dah', 'mati', 'gada', 'gambar']",-5,negative
sihasaleali,sy masih ga ngerti dg  menganjurkan siaran digital tapi stasiun tv susah ditangkap pdhl sudah pakai stbsiaran analog antena digletakin bgtu aja semua stasiun tv bisa diterimasiaran tv digital ada ujan petir aja ilang mbok bikin trobosan jgn nanggung,"['sy', 'ga', 'ngerti', 'dg', 'anjur', 'siar', 'digital', 'stasiun', 'tv', 'susah', 'tangkap', 'pdhl', 'pakai', 'stbsiaran', 'analog', 'antena', 'digletakin', 'bgtu', 'aja', 'stasiun', 'tv', 'diterimasiaran', 'tv', 'digital', 'ujan', 'petir', 'aja', 'ilang', 'mbok', 'bikin', 'trobosan', 'jgn', 'nanggung']",-16,negative
anisaqueen5,payah bikin masyarakat panik  pas sebelum tgl  oktober buru beli set top box lumayan harganya takut siaran analog dihapus taunya lewat tgl masih bisa siaran analog  buang duit beli set top box  permainan pemerintah ni,"['payah', 'bikin', 'masyarakat', 'panik', 'pas', 'tgl', 'oktober', 'buru', 'beli', 'set', 'top', 'box', 'lumayan', 'harga', 'takut', 'siar', 'analog', 'hapus', 'tau', 'tgl', 'siar', 'analog', 'buang', 'duit', 'beli', 'set', 'top', 'box', 'main', 'perintah', 'ni']",-2,negative
fabio_ichank,tambah kesini tambah lawaktri     mentri,"['kesini', 'lawaktri', 'tri']",0,neutral
tugimin_harjo,bersih gambarnya jernih suaranya canggih teknologinya periiih sedih merintih saat gerimis tiba,"['bersih', 'gambar', 'jernih', 'suara', 'canggih', 'teknologi', 'periiih', 'sedih', 'rintih', 'gerimis']",0,neutral
didyy.wr,data dri mana  data siluman buktinya masih bnyak daerah yg blum dpt stb gratis dan tdk semua org mampu untuk beli stb gratis pemakaian listrik bertambah hahah lagu lama rakyat sudah susah dibikin tambah susah semua diatur knp tdk sekalian klo mau berak diatur uud saja sejahterahkan dulu rakyatnya baru majukan teknologinya teknologi yg anda terapkan sekarg hnya untuk org ber uang seperti anda,"['data', 'dri', 'data', 'siluman', 'bukti', 'bnyak', 'daerah', 'yg', 'blum', 'dpt', 'stb', 'gratis', 'tdk', 'org', 'beli', 'stb', 'gratis', 'pakai', 'listrik', 'tambah', 'hahah', 'lagu', 'rakyat', 'susah', 'bikin', 'susah', 'atur', 'knp', 'tdk', 'klo', 'berak', 'atur', 'uud', 'sejahterahkan', 'rakyat', 'maju', 'teknologi', 'teknologi', 'yg', 'terap', 'sekarg', 'hnya', 'org', 'ber', 'uang']",-12,negative
